case,activity,resource,timestamp,Att1,Att2,Att3,Att4,Att5,Att6
135,Accepted-In Progress,Carolyn,2010/7/30 13:19:33,Medium,us,Org line G3,E_7,PROD97,USA
135,Queued-Awaiting Assignment,Carolyn,2010/7/30 13:35:28,Medium,us,Org line G3,E_7,PROD97,USA
135,Accepted-In Progress,Kannan,2010/7/30 14:23:52,Medium,us,Org line G3,E_7,PROD97,Sweden
135,Accepted-Assigned,Carolyn,2010/7/30 14:23:59,Medium,us,Org line G3,E_7,PROD97,USA
135,Accepted-In Progress,Ewa,2012/1/30 13:58:22,Medium,us,Org line G3,E_7,PROD97,POLAND
135,Completed-Closed,Ewa,2012/1/30 14:29:56,Medium,us,Org line G3,E_7,PROD97,POLAND
1546,Accepted-In Progress,Ing-Marie,2010/10/8 17:16:15,Medium,se,Org line G4,E_7,PROD821,Sweden
1546,Queued-Awaiting Assignment,Ing-Marie,2010/10/8 17:19:28,Medium,se,Org line G4,E_7,PROD821,Sweden
2141,Accepted-In Progress,?sa,2012/5/25 10:33:16,Medium,se,Org line V2,E_7,PROD615,Sweden
2141,Accepted-Assigned,?sa,2012/5/25 10:35:21,Medium,se,Org line V2,E_7,PROD615,Sweden
1593,Accepted-Assigned,Els,2011/10/5 8:38:35,Medium,be,Org line C,C_2,PROD330,Belgium
1593,Accepted-Assigned,Jo,2011/10/5 9:03:00,Medium,be,Org line C,C_2,PROD330,Belgium
1593,Accepted-In Progress,Jo,2011/11/8 14:44:51,Medium,be,Org line C,C_2,PROD330,Belgium
1593,Completed-Closed,Jo,2012/4/10 17:19:54,Medium,be,Org line C,C_2,PROD330,Belgium
1243,Accepted-In Progress,Danish,2012/3/17 21:25:20,Major,in,Org line C,E_10,PROD473,Sweden
1243,Queued-Awaiting Assignment,Danish,2012/3/17 21:25:56,Major,in,Org line C,E_10,PROD473,Sweden
1243,Accepted-In Progress,Marek,2012/3/17 22:49:16,Major,in,Org line C,E_8,PROD473,Sweden
1243,Completed-Closed,Marek,2012/5/16 10:29:03,Major,in,Org line C,E_8,PROD473,Sweden
167,Accepted-In Progress,Carolyn,2010/10/14 16:01:51,Medium,us,Org line G3,E_8,PROD97,USA
167,Queued-Awaiting Assignment,Carolyn,2010/10/14 16:05:01,Medium,us,Org line G3,E_8,PROD97,USA
167,Accepted-In Progress,Kannan,2010/10/15 12:48:49,Medium,us,Org line G3,E_8,PROD97,Sweden
167,Accepted-Assigned,Carolyn,2010/10/15 12:48:57,Medium,us,Org line G3,E_8,PROD97,USA
167,Accepted-In Progress,Ewa,2012/2/4 10:54:04,Medium,us,Org line G3,E_8,PROD97,POLAND
167,Completed-Closed,Ewa,2012/2/4 11:10:14,Medium,us,Org line G3,E_8,PROD97,POLAND
2158,Accepted-In Progress,Johnny,2012/5/29 8:44:03,High,se,Org line C,E_2,PROD328,Sweden
1334,Accepted-In Progress,Allan,2012/4/6 7:39:22,Major,be,Org line C,E_1,PROD715,Sweden
1334,Completed-Closed,Allan,2012/4/6 7:42:16,Major,be,Org line C,E_1,PROD715,Sweden
759,Accepted-In Progress,Matthew,2011/12/13 6:47:00,Low,cn,Org line C,E_10,PROD826,China
759,Accepted-Wait,Matthew,2011/12/20 2:43:10,Low,cn,Org line C,E_10,PROD826,China
759,Completed-Closed,Matthew,2012/5/23 4:53:03,Low,cn,Org line C,E_10,PROD826,China
642,Accepted-In Progress,Jenny,2011/11/4 10:27:04,Low,se,Org line G1,E_6,PROD380,Sweden
642,Accepted-Wait,Jenny,2011/11/4 12:23:05,Low,se,Org line G1,E_6,PROD380,Sweden
642,Completed-Closed,Jenny,2012/5/21 13:49:52,Low,se,Org line G1,E_6,PROD380,Sweden
1878,Queued-Awaiting Assignment,Mohsin,2012/3/30 9:55:19,Medium,in,Org line C,E_5,PROD327,INDIA
1878,Accepted-In Progress,Mohsin,2012/4/2 10:11:03,Medium,in,Org line C,E_5,PROD327,INDIA
1878,Completed-Closed,Mohsin,2012/4/2 10:12:02,Medium,in,Org line C,E_5,PROD327,INDIA
322,Accepted-In Progress,Carolyn,2011/5/3 17:14:07,Medium,us,Org line G3,E_5,PROD98,USA
322,Queued-Awaiting Assignment,Carolyn,2011/5/3 17:16:39,Medium,us,Org line G3,E_5,PROD98,USA
322,Accepted-In Progress,Padmanabha,2011/5/4 6:46:05,Medium,us,Org line G3,E_5,PROD98,Sweden
322,Accepted-Assigned,Carolyn,2011/5/4 6:46:17,Medium,us,Org line G3,E_5,PROD98,USA
322,Accepted-In Progress,Ewa,2012/2/6 21:35:55,Medium,us,Org line G3,E_5,PROD98,POLAND
322,Completed-Closed,Ewa,2012/2/6 21:37:18,Medium,us,Org line G3,E_5,PROD98,POLAND
32,Accepted-In Progress,Lena,2010/1/5 16:42:20,Medium,se,Org line A2,A2_3,PROD708,Sweden
32,Completed-Closed,Lena,2012/3/20 16:14:00,Medium,se,Org line A2,A2_3,PROD708,Sweden
56,Accepted-Assigned,Mateusz,2010/3/12 15:55:50,Medium,se,Org line A2,A2_2,PROD681,POLAND
56,Queued-Awaiting Assignment,Tomas,2010/8/25 11:04:56,Medium,se,Org line A2,A2_2,PROD681,Sweden
56,Accepted-In Progress,Tomas,2011/9/3 7:49:00,Medium,se,Org line A2,A2_2,PROD681,Sweden
56,Accepted-Assigned,Niklas,2011/11/14 16:10:03,Medium,se,Org line A2,A2_2,PROD681,Sweden
56,Accepted-Wait,Niklas,2012/1/12 9:23:04,Medium,se,Org line A2,A2_2,PROD681,Sweden
56,Accepted-In Progress,Martin,2012/3/8 10:22:52,Medium,se,Org line F,A2_2,PROD681,Sweden
56,Completed-Closed,Martin,2012/3/8 10:24:51,Medium,se,Org line F,A2_2,PROD681,Sweden
545,Accepted-In Progress,Susanne,2011/10/5 12:06:55,Medium,se,Org line G4,A2_2,PROD633,Sweden
545,Completed-Closed,Susanne,2012/3/5 15:49:56,Medium,se,Org line G4,A2_2,PROD633,Sweden
168,Accepted-In Progress,Carrie,2010/10/14 17:44:01,Medium,cn,Org line A2,A2_2,PROD753,China
168,Accepted-In Progress,Carrie,2012/3/13 8:14:51,Medium,cn,Org line A2,A2_2,PROD753,China
168,Completed-Closed,Carrie,2012/3/13 8:16:12,Medium,cn,Org line A2,A2_2,PROD753,China
2190,Accepted-In Progress,Celine,2012/5/31 18:08:17,Medium,fr,Org line C,V3_3,PROD30,France
2190,Queued-Awaiting Assignment,Celine,2012/5/31 18:10:24,Medium,fr,Org line C,V3_3,PROD30,France
2190,Accepted-In Progress,Celine,2012/6/6 12:21:45,Medium,fr,Org line C,V3_3,PROD30,France
2190,Accepted-Assigned,Fabrice,2012/6/12 12:48:38,Medium,fr,Org line C,V3_3,PROD30,France
1594,Accepted-In Progress,Katarina,2011/5/13 17:23:13,Medium,se,Org line G4,E_10,PROD374,Sweden
1594,Completed-Closed,Katarina,2012/2/1 16:40:02,Medium,se,Org line G4,E_10,PROD374,Sweden
349,Accepted-In Progress,Carin,2011/5/25 16:21:09,Medium,se,Org line A2,A2_3,PROD228,Sweden
349,Accepted-Wait,Carin,2011/5/25 16:25:44,Medium,se,Org line A2,A2_3,PROD228,Sweden
349,Accepted-In Progress,Carin,2012/1/3 13:58:05,Medium,se,Org line A2,A2_3,PROD228,Sweden
349,Completed-Closed,Carin,2012/1/3 13:58:52,Medium,se,Org line A2,A2_3,PROD228,Sweden
377,Accepted-In Progress,Peter,2011/6/22 11:48:28,Medium,se,Org line G4,A2_3,PROD286,Sweden
377,Completed-Closed,Peter,2012/1/3 15:58:43,Medium,se,Org line G4,A2_3,PROD286,Sweden
1812,Queued-Awaiting Assignment,Robert,2012/3/7 8:22:21,High,us,Org line C,E_4,PROD793,USA
1812,Accepted-In Progress,Vaibhav,2012/3/12 19:20:37,High,us,Org line C,E_4,PROD793,Sweden
1812,Completed-Closed,Vaibhav,2012/3/12 19:20:52,High,us,Org line C,E_4,PROD793,Sweden
1535,Accepted-In Progress,Christer,2010/8/11 10:39:44,Low,se,Org line G4,E_4,PROD412,Sweden
1535,Accepted-Assigned,Christer,2012/1/16 14:43:19,Low,se,Org line G4,E_4,PROD412,Sweden
1535,Accepted-In Progress,Christer,2012/3/23 13:53:11,Low,se,Org line G4,E_4,PROD412,Sweden
1535,Completed-Closed,Christer,2012/3/23 13:54:08,Low,se,Org line G4,E_4,PROD412,Sweden
1588,Accepted-In Progress,Jonas,2011/5/3 7:29:33,Major,in,Org line C,E_8,PROD436,Sweden
1588,Queued-Awaiting Assignment,Jonas,2011/5/3 7:31:51,Major,in,Org line C,E_8,PROD436,Sweden
644,Accepted-In Progress,Praveen,2011/11/6 9:00:41,High,se,Org line C,E_10,PROD802,Sweden
644,Queued-Awaiting Assignment,Praveen,2011/11/6 9:10:10,High,se,Org line C,E_10,PROD802,Sweden
644,Accepted-In Progress,Sameer,2011/11/7 8:35:18,High,se,Org line C,E_10,PROD802,Sweden
644,Queued-Awaiting Assignment,Martin,2011/11/7 8:38:14,High,se,Org line C,C_6,PROD802,Sweden
644,Accepted-In Progress,Michael,2011/11/7 9:10:45,High,se,Org line C,C_6,PROD802,Sweden
644,Accepted-Wait,Michael,2011/11/7 10:03:58,High,se,Org line C,C_6,PROD802,Sweden
644,Accepted-In Progress,Michael,2011/11/7 11:45:40,High,se,Org line C,C_6,PROD802,Sweden
644,Queued-Awaiting Assignment,Daniel,2011/11/7 11:47:27,High,se,Org line C,E_10,PROD802,Sweden
644,Accepted-In Progress,Mikael,2011/11/8 10:42:37,High,se,Org line C,C_6,PROD802,Sweden
644,Accepted-Assigned,Daniel,2011/11/9 12:08:35,High,se,Org line C,E_10,PROD802,Sweden
644,Accepted-In Progress,Mikael,2011/11/9 12:09:46,High,se,Org line C,E_10,PROD802,Sweden
644,Completed-Closed,Mikael,2011/11/25 8:39:57,High,se,Org line C,E_10,PROD802,Sweden
644,Accepted-In Progress,M Humaira,2011/12/7 13:25:46,High,se,Org line C,E_5,PROD802,INDIA
644,Queued-Awaiting Assignment,Praveen,2011/12/7 13:27:34,High,se,Org line C,E_10,PROD802,Sweden
644,Accepted-In Progress,Arun,2011/12/7 13:29:22,High,se,Org line C,E_10,PROD802,Sweden
644,Accepted-Assigned,Partha,2011/12/7 13:29:55,High,se,Org line C,E_10,PROD802,Sweden
644,Queued-Awaiting Assignment,Martin,2011/12/7 13:50:32,High,se,Org line C,C_6,PROD802,Sweden
644,Accepted-In Progress,Mikael,2012/1/22 22:20:26,High,se,Org line C,C_6,PROD802,Sweden
644,Completed-Closed,Mikael,2012/1/22 22:21:04,High,se,Org line C,C_6,PROD802,Sweden
494,Accepted-In Progress,Carolyn,2011/9/13 12:41:35,Medium,us,Org line G3,C_6,PROD97,USA
494,Queued-Awaiting Assignment,Carolyn,2011/9/13 12:56:49,Medium,us,Org line G3,C_6,PROD97,USA
494,Accepted-In Progress,SV,2011/9/13 13:10:06,Medium,us,Org line G3,C_6,PROD97,Sweden
494,Accepted-Assigned,Carolyn,2011/9/13 13:10:19,Medium,us,Org line G3,C_6,PROD97,USA
494,Accepted-In Progress,Ewa,2012/2/6 17:06:58,Medium,us,Org line G3,C_6,PROD97,POLAND
494,Completed-Closed,Ewa,2012/2/6 17:08:27,Medium,us,Org line G3,C_6,PROD97,POLAND
1586,Accepted-In Progress,Tomas,2011/4/26 17:44:41,High,cn,Org line A2,A2_2,PROD753,Sweden
1586,Accepted-Wait,Tomas,2011/11/15 12:56:41,High,cn,Org line A2,A2_2,PROD753,Sweden
1586,Completed-Closed,Tomas,2012/5/29 10:18:46,High,cn,Org line A2,A2_2,PROD753,Sweden
1209,Accepted-In Progress,Agneta,2012/3/12 9:09:09,Major,se,Org line A2,A2_3,PROD153,Sweden
1209,Completed-Closed,Agneta,2012/3/13 19:23:55,Major,se,Org line A2,A2_3,PROD153,Sweden
1035,Accepted-In Progress,Jitender,2012/2/9 16:57:01,Low,in,Org line C,E_10,PROD104,Sweden
1035,Accepted-Wait,Jitender,2012/2/9 17:21:03,Low,in,Org line C,E_10,PROD104,Sweden
1035,Completed-Closed,Jitender,2012/2/27 16:16:08,Low,in,Org line C,E_10,PROD104,Sweden
2217,Accepted-In Progress,Praveen,2012/6/4 22:27:38,High,se,Org line C,E_10,PROD154,Sweden
2217,Queued-Awaiting Assignment,Praveen,2012/6/7 20:30:43,High,se,Org line C,E_10,PROD154,Sweden
2217,Accepted-In Progress,Parbhat,2012/6/7 20:35:32,High,se,Org line C,E_10,PROD154,Sweden
2217,Accepted-Assigned,Ankit,2012/6/7 20:36:14,High,se,Org line C,E_10,PROD154,Sweden
2217,Queued-Awaiting Assignment,Martin,2012/6/7 21:17:30,High,se,Org line C,C_6,PROD154,Sweden
1176,Accepted-In Progress,Johan,2012/3/6 9:53:52,Medium,in,Org line C,C_6,PROD802,Sweden
1176,Queued-Awaiting Assignment,Johan,2012/3/6 9:57:27,Medium,in,Org line C,C_6,PROD802,Sweden
1176,Accepted-In Progress,Kent,2012/3/12 14:23:08,Medium,in,Org line C,C_6,PROD802,Sweden
1176,Queued-Awaiting Assignment,Praveen,2012/3/12 14:29:46,Medium,in,Org line C,E_10,PROD802,Sweden
1176,Accepted-In Progress,Neeraj,2012/3/12 14:37:49,Medium,in,Org line C,E_10,PROD802,Sweden
1176,Completed-Closed,Neeraj,2012/5/30 11:24:52,Medium,in,Org line C,E_10,PROD802,Sweden
1512,Accepted-In Progress,Celine,2010/4/29 9:23:20,Major,fr,Org line C,V3_3,PROD793,France
1512,Queued-Awaiting Assignment,Celine,2010/4/29 9:23:56,Major,fr,Org line C,V3_3,PROD793,France
1512,Accepted-In Progress,Celine,2010/5/4 14:28:29,Major,fr,Org line C,V3_3,PROD793,France
1512,Accepted-In Progress,Celine,2010/11/9 18:47:12,Major,fr,Org line C,V3_3,PROD793,France
2055,Accepted-In Progress,Viktoria,2012/5/16 13:12:42,Medium,se,Org line A2,A2_3,PROD231,Sweden
2055,Queued-Awaiting Assignment,Viktoria,2012/5/31 14:30:05,Medium,se,Org line A2,A2_3,PROD231,Sweden
583,Queued-Awaiting Assignment,Robert,2011/10/19 21:47:58,High,us,Org line C,E_4,PROD348,USA
583,Accepted-In Progress,Ramith,2011/10/20 11:38:25,High,us,Org line C,E_4,PROD348,INDIA
583,Completed-Closed,Ramith,2011/11/6 19:42:28,High,us,Org line C,E_4,PROD348,INDIA
583,Accepted-In Progress,Ramith,2011/11/11 15:47:02,High,us,Org line C,E_4,PROD348,INDIA
583,Completed-Closed,Ramith,2012/1/4 7:12:48,High,us,Org line C,E_4,PROD348,INDIA
1001,Accepted-In Progress,Kristina,2012/2/6 14:22:56,Medium,se,Org line A2,A2_3,PROD231,Sweden
1001,Completed-Closed,Kristina,2012/3/27 14:15:36,Medium,se,Org line A2,A2_3,PROD231,Sweden
780,Accepted-In Progress,Amit,2011/12/15 16:29:31,Medium,in,Org line C,E_5,PROD698,INDIA
780,Accepted-Wait,Amit,2011/12/15 17:30:21,Medium,in,Org line C,E_5,PROD698,INDIA
780,Queued-Awaiting Assignment,Amit,2011/12/16 15:36:37,Medium,in,Org line C,E_5,PROD698,INDIA
780,Accepted-In Progress,Irshad,2012/1/10 12:21:21,Medium,in,Org line C,E_5,PROD698,INDIA
780,Queued-Awaiting Assignment,Prasad,2012/1/10 13:26:31,Medium,in,Org line C,E_10,PROD698,Sweden
780,Accepted-In Progress,Ashwani,2012/1/10 13:30:24,Medium,in,Org line C,E_10,PROD698,Sweden
780,Accepted-In Progress,Manoj,2012/1/12 10:03:42,Medium,in,Org line C,E_10,PROD698,Sweden
780,Accepted-Wait,Manoj,2012/1/12 10:03:51,Medium,in,Org line C,E_10,PROD698,Sweden
780,Completed-Closed,Manoj,2012/3/15 15:45:21,Medium,in,Org line C,E_10,PROD698,Sweden
780,Accepted-In Progress,Manoj,2012/3/15 15:45:30,Medium,in,Org line C,E_10,PROD698,Sweden
780,Completed-Closed,Manoj,2012/3/15 15:54:45,Medium,in,Org line C,E_10,PROD698,Sweden
1089,Accepted-In Progress,David,2012/2/17 9:50:35,Medium,se,Org line C,C_6,PROD631,Sweden
1089,Queued-Awaiting Assignment,David,2012/2/17 9:53:16,Medium,se,Org line C,C_6,PROD631,Sweden
1089,Accepted-In Progress,David,2012/3/21 8:19:43,Medium,se,Org line C,C_6,PROD631,Sweden
1089,Accepted-Assigned,Mattias,2012/4/25 14:15:52,Medium,se,Org line C,C_6,PROD631,Sweden
1089,Accepted-In Progress,Martin,2012/4/25 15:23:48,Medium,se,Org line C,C_6,PROD631,Sweden
1089,Completed-Closed,Martin,2012/4/25 15:25:41,Medium,se,Org line C,C_6,PROD631,Sweden
1373,Accepted-In Progress,Karin,2012/4/18 10:38:50,Medium,be,Org line C,C_1,PROD744,Sweden
1373,Completed-Closed,Karin,2012/5/4 13:01:00,Medium,be,Org line C,C_1,PROD744,Sweden
161,Accepted-In Progress,Daniel,2010/10/5 14:39:09,Major,se,Org line A2,A2_3,PROD655,Sweden
161,Accepted-In Progress,Daniel,2012/4/11 16:41:01,Major,se,Org line A2,A2_3,PROD655,Sweden
161,Completed-Closed,Daniel,2012/4/11 16:41:18,Major,se,Org line A2,A2_3,PROD655,Sweden
1846,Accepted-Assigned,Jonas,2012/3/29 9:21:22,Major,in,Org line C,E_8,PROD473,Sweden
1846,Completed-Closed,Jonas,2012/3/30 11:02:03,Major,in,Org line C,E_8,PROD473,Sweden
344,Accepted-In Progress,Gustav,2011/5/18 9:46:34,High,se,Org line G4,E_8,PROD412,Sweden
344,Accepted-In Progress,Gustav,2012/2/21 15:20:44,High,se,Org line G4,E_8,PROD412,Sweden
344,Completed-Closed,Gustav,2012/2/21 15:20:52,High,se,Org line G4,E_8,PROD412,Sweden
514,Accepted-In Progress,Hannes,2011/9/22 17:23:28,Medium,pl,Org line A2,A2_2,PROD604,Sweden
514,Queued-Awaiting Assignment,Hannes,2011/9/22 17:29:40,Medium,pl,Org line A2,A2_2,PROD604,Sweden
514,Queued-Awaiting Assignment,Per,2011/9/23 15:56:45,Medium,pl,Org line C,E_6,PROD604,Sweden
514,Queued-Awaiting Assignment,Jaroslaw,2011/10/5 9:08:09,Medium,pl,Org line A2,D_1,PROD604,POLAND
514,Queued-Awaiting Assignment,Jayesh,2011/10/12 10:51:09,Medium,pl,Org line A2,D_1,PROD604,INDIA
514,Accepted-Assigned,Prashanth,2011/10/24 13:00:09,Medium,pl,Org line A2,D_1,PROD604,Sweden
514,Accepted-In Progress,Prashanth,2011/10/24 14:51:00,Medium,pl,Org line A2,D_1,PROD604,Sweden
514,Queued-Awaiting Assignment,Jaroslaw,2011/10/24 17:35:24,Medium,pl,Org line A2,D_1,PROD604,POLAND
514,Queued-Awaiting Assignment,Hannes,2011/10/25 9:57:00,Medium,pl,Org line A2,A2_2,PROD604,Sweden
514,Queued-Awaiting Assignment,Jaroslaw,2011/10/25 14:56:25,Medium,pl,Org line A2,D_1,PROD604,POLAND
514,Accepted-In Progress,Jaroslaw,2011/11/3 14:47:43,Medium,pl,Org line A2,D_1,PROD604,POLAND
514,Accepted-Wait,Jaroslaw,2011/11/3 14:50:59,Medium,pl,Org line A2,D_1,PROD604,POLAND
514,Accepted-Wait,Jaroslaw,2012/1/24 14:14:49,Medium,pl,Org line A2,D_1,PROD604,POLAND
514,Completed-Closed,Jaroslaw,2012/1/24 14:22:00,Medium,pl,Org line A2,D_1,PROD604,POLAND
978,Accepted-In Progress,Maria,2012/2/1 16:15:24,High,se,Org line A2,A2_4,PROD591,Sweden
978,Completed-Closed,Maria,2012/2/3 15:04:20,High,se,Org line A2,A2_4,PROD591,Sweden
866,Accepted-In Progress,Sara,2012/1/10 22:07:22,Medium,in,Org line A2,D_1,PROD611,Sweden
866,Completed-Closed,Sara,2012/1/18 10:43:12,Medium,in,Org line A2,D_1,PROD611,Sweden
1706,Accepted-In Progress,Ewa,2011/12/8 12:59:55,Medium,us,Org line G3,D_1,PROD98,POLAND
1706,Completed-Closed,Ewa,2012/1/4 16:43:32,Medium,us,Org line G3,D_1,PROD98,POLAND
2146,Accepted-In Progress,Marcin,2012/5/25 12:51:00,High,pl,Org line C,C_6,PROD452,POLAND
795,Accepted-In Progress,Karin,2011/12/20 8:59:29,Low,se,Org line A2,A2_1,PROD746,Sweden
795,Accepted-Wait,Karin,2012/2/2 10:43:55,Low,se,Org line A2,A2_1,PROD746,Sweden
795,Completed-Closed,Karin,2012/4/17 11:02:51,Low,se,Org line A2,A2_1,PROD746,Sweden
1069,Accepted-In Progress,Pratap,2012/2/14 19:00:21,Medium,in,Org line C,E_4,PROD168,INDIA
1069,Accepted-Wait,Pratap,2012/2/20 8:40:07,Medium,in,Org line C,E_4,PROD168,INDIA
1069,Completed-Closed,Pratap,2012/2/20 18:07:08,Medium,in,Org line C,E_4,PROD168,INDIA
1191,Accepted-In Progress,Stefan,2012/3/7 14:26:08,Low,in,Org line C,E_7,PROD677,Sweden
1191,Completed-Closed,Stefan,2012/4/25 9:42:09,Low,in,Org line C,E_7,PROD677,Sweden
1859,Accepted-In Progress,Agneta,2012/3/12 9:09:09,Major,se,Org line A2,A2_3,PROD153,Sweden
1859,Completed-Closed,Agneta,2012/3/13 19:23:55,Major,se,Org line A2,A2_3,PROD153,Sweden
1463,Accepted-In Progress,Ewa,2012/5/16 17:58:10,Medium,us,Org line G3,A2_1,PROD96,POLAND
1463,Completed-Closed,Ewa,2012/5/17 16:46:59,Medium,us,Org line G3,A2_1,PROD96,POLAND
1678,Accepted-In Progress,Jari,2012/3/14 12:25:28,High,se,Org line C,E_1,PROD153,Sweden
857,Accepted-In Progress,G?ran,2012/1/10 10:07:38,Medium,se,Org line G4,A2_1,PROD527,Sweden
857,Completed-Closed,G?ran,2012/3/19 11:17:49,Medium,se,Org line G4,A2_1,PROD527,Sweden
857,Accepted-In Progress,G?ran,2012/3/26 15:03:30,Medium,se,Org line G4,A2_1,PROD527,Sweden
857,Completed-Closed,G?ran,2012/5/19 14:58:35,Medium,se,Org line G4,A2_1,PROD527,Sweden
1698,Queued-Awaiting Assignment,Robert,2011/12/6 11:35:01,High,se,Org line C,E_4,PROD436,USA
1698,Accepted-In Progress,Praveen,2011/12/6 12:50:12,High,se,Org line C,E_10,PROD436,Sweden
1698,Queued-Awaiting Assignment,Martin,2011/12/6 12:56:00,High,se,Org line C,C_6,PROD436,Sweden
1698,Queued-Awaiting Assignment,Martin,2012/1/30 14:13:13,High,se,Org line C,C_6,PROD436,Sweden
1698,Queued-Awaiting Assignment,Martin,2012/1/30 14:13:51,High,se,Org line C,C_6,PROD436,Sweden
1698,Queued-Awaiting Assignment,Martin,2012/1/30 14:17:46,High,se,Org line C,C_6,PROD436,Sweden
1698,Accepted-In Progress,Pascal,2012/1/30 14:31:28,High,se,Org line C,C_6,PROD436,Sweden
1067,Accepted-Wait,Lena,2012/2/14 16:31:14,Medium,se,Org line A2,A2_1,PROD746,Sweden
1067,Queued-Awaiting Assignment,Lena,2012/2/14 16:33:03,Medium,se,Org line A2,A2_1,PROD746,Sweden
1067,Queued-Awaiting Assignment,John,2012/2/14 17:09:16,Medium,se,Org line A2,A2_3,PROD746,Sweden
1067,Accepted-In Progress,Stephen,2012/2/15 11:19:29,Medium,se,Org line A2,A2_3,PROD746,Sweden
1067,Completed-Closed,Stephen,2012/2/15 11:24:40,Medium,se,Org line A2,A2_3,PROD746,Sweden
755,Accepted-In Progress,Srinivasan,2011/12/12 12:50:27,Low,in,Org line B,E_10,PROD336,INDIA
755,Accepted-In Progress,Srinivasan,2011/12/12 12:53:05,Low,in,Org line B,E_10,PROD336,INDIA
755,Accepted-In Progress,Srinivasan,2011/12/12 12:53:19,Low,in,Org line B,E_10,PROD336,INDIA
755,Queued-Awaiting Assignment,Srinivasan,2011/12/12 12:53:34,Low,in,Org line B,E_10,PROD336,INDIA
755,Accepted-In Progress,Aneesh V,2011/12/12 16:29:16,Low,in,Org line B,E_10,PROD336,INDIA
755,Queued-Awaiting Assignment,Grzegorz,2011/12/12 16:31:14,Low,in,Org line C,E_10,PROD336,POLAND
755,Accepted-In Progress,Grzegorz,2011/12/12 17:41:11,Low,in,Org line C,E_10,PROD336,POLAND
755,Accepted-Wait,Grzegorz,2011/12/12 17:41:18,Low,in,Org line C,E_10,PROD336,POLAND
755,Accepted-Assigned,Krystian,2011/12/27 12:52:13,Low,in,Org line C,E_10,PROD336,POLAND
755,Queued-Awaiting Assignment,Shankar,2012/2/20 18:56:48,Low,in,Org line C,E_10,PROD336,INDIA
755,Accepted-In Progress,M Humaira,2012/2/21 8:07:04,Low,in,Org line C,E_10,PROD336,INDIA
755,Accepted-In Progress,Dheeraj,2012/2/21 12:07:45,Low,in,Org line C,E_10,PROD336,INDIA
755,Accepted-Wait,Dheeraj,2012/2/21 12:07:56,Low,in,Org line C,E_10,PROD336,INDIA
755,Accepted-In Progress,Mahesh,2012/2/28 10:18:13,Low,in,Org line C,E_10,PROD336,INDIA
755,Queued-Awaiting Assignment,Srinivasan,2012/2/28 10:19:08,Low,in,Org line B,E_10,PROD336,INDIA
755,Accepted-In Progress,Rijin,2012/2/28 10:36:29,Low,in,Org line B,E_10,PROD336,INDIA
755,Completed-Closed,Rijin,2012/3/1 11:05:51,Low,in,Org line B,E_10,PROD336,INDIA
147,Accepted-In Progress,David,2010/9/7 15:19:41,Medium,se,Org line G4,E_10,PROD368,Sweden
147,Accepted-Assigned,David,2010/12/2 11:45:01,Medium,se,Org line G4,E_10,PROD368,Sweden
147,Accepted-Assigned,Fredrik,2010/12/6 9:21:00,Medium,se,Org line G4,E_10,PROD368,Sweden
147,Accepted-Wait,Fredrik,2010/12/13 10:23:46,Medium,se,Org line G4,E_10,PROD368,Sweden
147,Accepted-Assigned,Ingemar,2011/6/27 12:21:07,Medium,se,Org line A2,A2_3,PROD368,Sweden
147,Accepted-Wait,Fredrik,2011/6/27 12:28:04,Medium,se,Org line A2,A2_3,PROD368,Sweden
147,Accepted-Assigned,Stefan,2012/1/12 13:36:48,Medium,se,Org line A2,A2_3,PROD368,Sweden
147,Accepted-In Progress,Stefan,2012/3/27 14:05:36,Medium,se,Org line A2,A2_3,PROD368,Sweden
147,Completed-Closed,Stefan,2012/3/27 14:05:37,Medium,se,Org line A2,A2_3,PROD368,Sweden
463,Accepted-In Progress,Carolyn,2011/8/30 14:25:12,Medium,us,Org line G3,A2_3,PROD97,USA
463,Queued-Awaiting Assignment,Carolyn,2011/8/30 14:33:14,Medium,us,Org line G3,A2_3,PROD97,USA
463,Accepted-In Progress,SV,2011/8/30 14:48:08,Medium,us,Org line G3,A2_3,PROD97,Sweden
463,Accepted-Assigned,Carolyn,2011/8/30 14:48:27,Medium,us,Org line G3,A2_3,PROD97,USA
463,Accepted-In Progress,Ewa,2012/2/2 22:47:46,Medium,us,Org line G3,A2_3,PROD97,POLAND
463,Completed-Closed,Ewa,2012/2/2 22:49:19,Medium,us,Org line G3,A2_3,PROD97,POLAND
1022,Queued-Awaiting Assignment,Emil,2012/2/8 14:57:42,Medium,se,Org line C,C_6,PROD544,Sweden
1022,Accepted-In Progress,Emil,2012/4/4 11:29:21,Medium,se,Org line C,C_6,PROD544,Sweden
1022,Completed-Closed,Emil,2012/4/4 11:29:32,Medium,se,Org line C,C_6,PROD544,Sweden
943,Accepted-In Progress,Agoritsa,2012/1/25 8:42:51,Low,se,Org line A2,A2_3,PROD484,Sweden
943,Completed-Closed,Agoritsa,2012/1/25 10:27:29,Low,se,Org line A2,A2_3,PROD484,Sweden
852,Queued-Awaiting Assignment,Robert,2012/1/9 17:17:37,High,se,Org line C,C_6,PROD585,USA
852,Accepted-In Progress,Roger,2012/1/16 16:45:37,High,se,Org line C,C_6,PROD585,Belgium
852,Completed-Closed,Roger,2012/2/10 15:39:17,High,se,Org line C,C_6,PROD585,Belgium
