case,activity,resource,timestamp,Att1,Att2,Att3,Att4,Att5,Att6
411,Queued-Awaiting Assignment,Carolyn,2011/7/15 9:12:43,Medium,us,Org line G3,A2_1,PROD97,USA
411,Accepted-In Progress,Padmanabha,2011/7/15 9:14:45,Medium,us,Org line G3,A2_1,PROD97,Sweden
411,Accepted-Assigned,Carolyn,2011/7/15 9:14:54,Medium,us,Org line G3,A2_1,PROD97,USA
411,Accepted-In Progress,Ewa,2012/2/6 21:33:03,Medium,us,Org line G3,A2_1,PROD97,POLAND
411,Completed-Closed,Ewa,2012/2/6 21:34:12,Medium,us,Org line G3,A2_1,PROD97,POLAND
2297,Accepted-In Progress,Rickard,2012/6/14 15:19:34,Medium,se,Org line G4,A2_1,PROD374,Sweden
1743,Accepted-In Progress,H?kan,2012/1/10 10:27:07,Low,se,Org line G4,A2_1,PROD397,Sweden
1743,Completed-Closed,H?kan,2012/1/13 12:32:34,Low,se,Org line G4,A2_1,PROD397,Sweden
2156,Accepted-In Progress,Ranveer,2012/5/28 17:14:06,Low,in,Org line C,E_10,PROD805,Sweden
2156,Accepted-Wait,Ranveer,2012/5/28 17:18:07,Low,in,Org line C,E_10,PROD805,Sweden
2156,Accepted-In Progress,Ranveer,2012/5/31 18:09:28,Low,in,Org line C,E_10,PROD805,Sweden
2156,Accepted-Wait,Ranveer,2012/5/31 18:21:33,Low,in,Org line C,E_10,PROD805,Sweden
110,Accepted-In Progress,Victor,2010/6/8 15:20:08,Medium,in,Org line C,C_6,PROD660,Sweden
110,Queued-Awaiting Assignment,Victor,2010/6/8 15:24:21,Medium,in,Org line C,C_6,PROD660,Sweden
110,Accepted-Assigned,Leif,2010/6/9 15:43:31,Medium,in,Org line C,C_6,PROD660,Sweden
110,Queued-Awaiting Assignment,Ulf,2010/6/15 12:40:07,Medium,in,Org line C,E_7,PROD660,Sweden
110,Accepted-In Progress,Amir,2011/11/1 17:27:08,Medium,in,Org line C,E_7,PROD660,Sweden
110,Accepted-Assigned,Anna,2011/11/1 17:29:39,Medium,in,Org line C,E_7,PROD660,Sweden
110,Accepted-In Progress,Anna,2012/2/1 13:59:45,Medium,in,Org line C,E_7,PROD660,Sweden
110,Completed-Closed,Anna,2012/2/1 13:59:47,Medium,in,Org line C,E_7,PROD660,Sweden
1601,Accepted-In Progress,Ian,2011/6/17 9:24:42,Medium,gb,Org line A2,A2_1,PROD236,United Kingdom
1601,Accepted-Assigned,Ian,2011/6/17 9:25:34,Medium,gb,Org line A2,A2_1,PROD236,United Kingdom
1134,Accepted-In Progress,Robert,2012/2/27 19:50:43,High,be,Org line C,A2_1,PROD821,USA
1134,Queued-Awaiting Assignment,Robert,2012/2/27 20:01:11,High,be,Org line C,A2_1,PROD821,USA
1134,Accepted-In Progress,Timothy,2012/3/5 15:15:46,High,be,Org line C,E_1,PROD821,USA
1134,Accepted-In Progress,Timothy,2012/3/5 15:17:57,High,be,Org line C,E_1,PROD821,USA
1134,Queued-Awaiting Assignment,Peter,2012/3/5 15:19:35,High,be,Org line C,E_1,PROD821,Belgium
1134,Accepted-In Progress,Samuel,2012/3/5 16:46:59,High,be,Org line C,E_1,PROD821,USA
1134,Completed-Closed,Samuel,2012/4/4 0:53:58,High,be,Org line C,E_1,PROD821,USA
881,Accepted-In Progress,Rickard,2012/1/13 8:04:43,Medium,se,Org line G4,E_1,PROD374,Sweden
881,Completed-Closed,Rickard,2012/1/26 13:51:59,Medium,se,Org line G4,E_1,PROD374,Sweden
529,Accepted-In Progress,Antony,2011/9/28 14:01:35,Medium,us,Org line C,E_4,PROD498,INDIA
529,Completed-Closed,Antony,2012/4/16 11:49:57,Medium,us,Org line C,E_4,PROD498,INDIA
1486,Accepted-In Progress,Niklas,2012/5/31 11:58:45,Major,se,Org line A2,A2_3,PROD831,Sweden
1486,Completed-Closed,Niklas,2012/5/31 12:01:24,Major,se,Org line A2,A2_3,PROD831,Sweden
1623,Accepted-In Progress,Ian,2011/8/29 18:33:51,Medium,gb,Org line A2,A2_1,PROD235,United Kingdom
1623,Accepted-Assigned,Ian,2011/8/29 18:38:53,Medium,gb,Org line A2,A2_1,PROD235,United Kingdom
1623,Accepted-In Progress,Ian,2011/9/9 13:16:42,Medium,gb,Org line A2,A2_1,PROD235,United Kingdom
1623,Accepted-Wait,Ian,2011/9/21 11:38:15,Medium,gb,Org line A2,A2_1,PROD235,United Kingdom
1249,Accepted-In Progress,Sam,2012/3/19 13:26:39,Medium,se,Org line C,E_10,PROD802,Sweden
1249,Completed-Closed,Sam,2012/3/19 13:33:56,Medium,se,Org line C,E_10,PROD802,Sweden
217,Accepted-In Progress,Fredrik,2011/1/3 12:13:54,Medium,se,Org line A2,A2_3,PROD368,Sweden
217,Accepted-Wait,Fredrik,2011/1/3 12:18:45,Medium,se,Org line A2,A2_3,PROD368,Sweden
217,Accepted-In Progress,Fredrik,2011/6/27 12:32:42,Medium,se,Org line A2,A2_3,PROD368,Sweden
217,Accepted-Wait,Fredrik,2011/6/27 12:32:59,Medium,se,Org line A2,A2_3,PROD368,Sweden
217,Accepted-Wait,Fredrik,2011/6/27 12:34:53,Medium,se,Org line A2,A2_3,PROD368,Sweden
217,Completed-Closed,Fredrik,2012/1/12 13:31:37,Medium,se,Org line A2,A2_3,PROD368,Sweden
895,Accepted-In Progress,Ann,2012/1/16 9:37:05,Medium,se,Org line A2,A2_3,PROD40,Sweden
895,Completed-Closed,Ann,2012/3/30 13:19:52,Medium,se,Org line A2,A2_3,PROD40,Sweden
1162,Accepted-In Progress,Jonas,2012/3/2 9:41:45,High,in,Org line C,E_8,PROD473,Sweden
1162,Completed-Closed,Jonas,2012/3/28 11:20:47,High,in,Org line C,E_8,PROD473,Sweden
573,Accepted-In Progress,Vikrant,2011/10/14 17:06:14,Medium,se,Org line A2,A2_4,PROD337,Sweden
573,Completed-Closed,Vikrant,2012/1/4 12:07:10,Medium,se,Org line A2,A2_4,PROD337,Sweden
986,Accepted-In Progress,Jay,2012/2/2 16:49:22,Major,us,Org line C,E_4,PROD348,USA
986,Completed-Closed,Jay,2012/2/2 16:50:53,Major,us,Org line C,E_4,PROD348,USA
1892,Accepted-In Progress,Pascal,2012/3/30 14:30:47,Low,se,Org line C,C_6,PROD802,Sweden
1892,Completed-Closed,Pascal,2012/3/30 14:37:12,Low,se,Org line C,C_6,PROD802,Sweden
1127,Accepted-In Progress,Ryouhei,2012/2/27 7:11:58,High,jp,Org line C,E_10,PROD803,Japan
1127,Accepted-Assigned,Ryouhei,2012/2/27 7:12:24,High,jp,Org line C,E_10,PROD803,Japan
1127,Accepted-Wait,Ryouhei,2012/2/27 9:14:07,High,jp,Org line C,E_10,PROD803,Japan
1127,Completed-Closed,Ryouhei,2012/4/10 4:46:55,High,jp,Org line C,E_10,PROD803,Japan
1115,Accepted-In Progress,Grzegorz,2012/2/23 9:07:54,Low,pl,Org line A2,A2_2,PROD686,POLAND
1115,Completed-Closed,Grzegorz,2012/2/23 9:34:57,Low,pl,Org line A2,A2_2,PROD686,POLAND
388,Accepted-In Progress,K?re_OLD,2011/6/30 20:50:49,Major,be,Org line C,E_1,PROD816,Sweden
388,Accepted-Assigned,K?re_OLD,2011/8/11 13:58:58,Major,be,Org line C,E_1,PROD816,Sweden
388,Accepted-Assigned,Karin,2011/8/16 11:33:12,Major,be,Org line C,E_1,PROD816,Sweden
388,Accepted-Assigned,Rikard,2011/8/16 11:33:56,Major,be,Org line C,E_1,PROD816,Sweden
388,Accepted-In Progress,Rikard,2011/12/14 16:02:20,Major,be,Org line C,E_1,PROD816,Sweden
388,Accepted-In Progress,Peter,2012/1/17 15:39:10,Major,be,Org line C,E_1,PROD816,Belgium
388,Completed-Closed,Peter,2012/1/17 15:39:21,Major,be,Org line C,E_1,PROD816,Belgium
1806,Queued-Awaiting Assignment,Leif,2012/2/14 9:48:36,Major,se,Org line C,E_10,PROD209,Sweden
1806,Accepted-In Progress,Steve,2012/2/14 14:47:11,Major,se,Org line C,E_10,PROD209,Belgium
1806,Completed-Closed,Steve,2012/2/15 11:00:42,Major,se,Org line C,E_10,PROD209,Belgium
210,Accepted-In Progress,Carolyn,2010/12/21 17:08:01,Medium,us,Org line G3,E_10,PROD96,USA
210,Queued-Awaiting Assignment,Carolyn,2010/12/21 17:22:42,Medium,us,Org line G3,E_10,PROD96,USA
210,Accepted-In Progress,Padmanabha,2010/12/23 11:20:20,Medium,us,Org line A2,A2_2,PROD96,Sweden
210,Accepted-Assigned,Padmanabha,2010/12/23 11:22:21,Medium,us,Org line A2,A2_2,PROD96,Sweden
210,Accepted-Assigned,Carolyn,2010/12/23 11:22:22,Medium,us,Org line A2,A2_2,PROD96,USA
210,Accepted-In Progress,Ewa,2012/1/30 12:55:06,Medium,us,Org line A2,A2_2,PROD96,POLAND
210,Completed-Closed,Ewa,2012/1/30 12:56:15,Medium,us,Org line A2,A2_2,PROD96,POLAND
1096,Accepted-In Progress,Kamal,2012/2/18 18:50:31,Low,in,Org line C,E_10,PROD802,Sweden
1096,Accepted-Wait,Kamal,2012/2/18 18:50:52,Low,in,Org line C,E_10,PROD802,Sweden
1096,Completed-Closed,Kamal,2012/4/16 10:50:57,Low,in,Org line C,E_10,PROD802,Sweden
649,Accepted-In Progress,Kim,2011/11/8 9:01:01,High,se,Org line C,C_5,PROD597,Sweden
649,Completed-Closed,Kim,2012/2/1 9:55:22,High,se,Org line C,C_5,PROD597,Sweden
453,Accepted-In Progress,Gustav,2011/8/23 14:30:43,Low,se,Org line G4,A2_1,PROD412,Sweden
453,Accepted-In Progress,Gustav,2012/2/21 15:42:40,Low,se,Org line G4,A2_1,PROD412,Sweden
453,Completed-Closed,Gustav,2012/2/21 15:42:50,Low,se,Org line G4,A2_1,PROD412,Sweden
1503,Accepted-In Progress,Panigrahy,2010/3/15 14:40:16,Medium,in,Org line A2,D_1,PROD611,Sweden
1503,Accepted-Wait,Panigrahy,2010/4/15 16:32:45,Medium,in,Org line A2,D_1,PROD611,Sweden
1503,Accepted-In Progress,Panigrahy,2011/6/9 11:37:15,Medium,in,Org line A2,D_1,PROD611,Sweden
1503,Completed-Closed,Panigrahy,2012/2/21 14:57:48,Medium,in,Org line A2,D_1,PROD611,Sweden
1465,Accepted-In Progress,Ewa,2012/5/17 16:51:43,High,us,Org line G3,D_1,PROD98,POLAND
1465,Completed-Closed,Ewa,2012/5/18 16:10:30,High,us,Org line G3,D_1,PROD98,POLAND
1268,Accepted-In Progress,Jon,2012/3/26 4:39:33,Low,be,Org line C,E_1,PROD715,Sweden
1268,Accepted-In Progress,Jon,2012/3/26 4:45:45,Low,be,Org line C,E_1,PROD715,Sweden
1268,Completed-Closed,Jon,2012/3/26 4:45:53,Low,be,Org line C,E_1,PROD715,Sweden
875,Accepted-In Progress,Fabrice,2012/1/12 11:16:10,Medium,se,Org line C,E_7,PROD673,France
875,Accepted-Wait,Fabrice,2012/2/7 11:40:16,Medium,se,Org line C,E_7,PROD673,France
875,Accepted-In Progress,Fabrice,2012/2/15 15:16:52,Medium,se,Org line C,E_7,PROD673,France
875,Completed-Closed,Fabrice,2012/2/15 15:51:00,Medium,se,Org line C,E_7,PROD673,France
1415,Accepted-In Progress,Praveen,2012/4/30 5:47:41,High,in,Org line C,E_10,PROD802,Sweden
1415,Queued-Awaiting Assignment,Praveen,2012/4/30 5:55:51,High,in,Org line C,E_10,PROD802,Sweden
1415,Accepted-In Progress,Abhinav,2012/4/30 6:10:57,High,in,Org line C,E_10,PROD802,Sweden
1415,Queued-Awaiting Assignment,Martin,2012/4/30 6:13:34,High,in,Org line C,C_6,PROD802,Sweden
1415,Accepted-In Progress,Martin,2012/4/30 10:30:38,High,in,Org line C,C_6,PROD802,Sweden
1415,Queued-Awaiting Assignment,Rakesh,2012/4/30 10:31:32,High,in,Org line C,E_10,PROD802,Sweden
1415,Accepted-In Progress,Tarun,2012/4/30 10:36:03,High,in,Org line C,E_10,PROD802,Sweden
1415,Queued-Awaiting Assignment,Jonas,2012/5/7 12:35:33,High,in,Org line C,C_6,PROD802,Sweden
1415,Accepted-In Progress,Joakim,2012/5/7 13:16:01,High,in,Org line C,C_6,PROD802,Sweden
1415,Queued-Awaiting Assignment,Rakesh,2012/5/7 13:16:46,High,in,Org line C,E_10,PROD802,Sweden
1415,Accepted-In Progress,Anurag,2012/5/7 13:19:43,High,in,Org line C,E_10,PROD802,Sweden
1415,Accepted-In Progress,Tarun,2012/5/7 14:01:26,High,in,Org line C,E_10,PROD802,Sweden
1415,Completed-Closed,Tarun,2012/5/7 15:40:44,High,in,Org line C,E_10,PROD802,Sweden
1605,Queued-Awaiting Assignment,Joakim,2011/11/21 15:30:28,Low,se,Org line G4,E_10,PROD448,Sweden
1605,Accepted-In Progress,Rickard,2011/11/21 15:57:42,Low,se,Org line G4,E_10,PROD448,Sweden
1228,Accepted-In Progress,Lauro,2012/3/14 14:37:53,Medium,se,Org line A2,A2_3,PROD711,Brazil
1228,Completed-Closed,Lauro,2012/4/4 19:13:57,Medium,se,Org line A2,A2_3,PROD711,Brazil
785,Accepted-In Progress,Olivier,2011/12/17 12:18:28,Major,fr,Org line C,C_6,PROD793,France
785,Queued-Awaiting Assignment,Olivier,2011/12/17 12:19:36,Major,fr,Org line C,C_6,PROD793,France
785,Accepted-In Progress,Tom,2011/12/22 14:52:39,Major,fr,Org line C,C_6,PROD793,Belgium
785,Accepted-Wait,Tom,2011/12/22 14:52:47,Major,fr,Org line C,C_6,PROD793,Belgium
785,Completed-Closed,Tom,2012/4/16 14:55:11,Major,fr,Org line C,C_6,PROD793,Belgium
1819,Accepted-In Progress,Bharath,2012/2/20 16:55:54,Low,se,Org line G4,C_6,PROD397,Sweden
1819,Completed-Closed,Bharath,2012/3/1 16:02:45,Low,se,Org line G4,C_6,PROD397,Sweden
624,Accepted-In Progress,Ove,2011/11/1 13:35:50,Medium,se,Org line A2,A2_1,PROD753,Sweden
624,Accepted-Assigned,Ove,2011/11/7 13:11:29,Medium,se,Org line A2,A2_1,PROD753,Sweden
624,Accepted-In Progress,Marie,2012/1/9 14:01:54,Medium,se,Org line A2,A2_1,PROD753,Sweden
624,Completed-Closed,Marie,2012/1/9 14:02:05,Medium,se,Org line A2,A2_1,PROD753,Sweden
2232,Accepted-In Progress,Ian,2012/6/6 16:59:53,High,gb,Org line A2,A2_1,PROD236,United Kingdom
2232,Accepted-Assigned,Ian,2012/6/14 9:38:36,High,gb,Org line A2,A2_1,PROD236,United Kingdom
1528,Accepted-In Progress,Ewa,2012/2/4 10:27:58,Medium,us,Org line G3,E_10,PROD98,POLAND
1528,Completed-Closed,Ewa,2012/2/4 10:30:03,Medium,us,Org line G3,E_10,PROD98,POLAND
1484,Accepted-In Progress,Lars,2012/5/30 11:41:37,High,se,Org line V2,E_10,PROD493,Sweden
1484,Accepted-In Progress,Lars,2012/5/30 11:49:50,High,se,Org line V2,E_10,PROD493,Sweden
1484,Queued-Awaiting Assignment,Lars,2012/5/30 14:50:42,High,se,Org line V2,E_10,PROD493,Sweden
1484,Accepted-In Progress,Eva-Lott,2012/5/30 15:15:25,High,se,Org line V2,E_10,PROD493,Sweden
1484,Completed-Closed,Eva-Lott,2012/5/30 15:17:53,High,se,Org line V2,E_10,PROD493,Sweden
79,Accepted-In Progress,Carolyn,2010/4/22 15:51:56,Medium,us,Org line G3,E_10,PROD97,USA
79,Queued-Awaiting Assignment,Carolyn,2010/4/22 16:08:11,Medium,us,Org line G3,E_10,PROD97,USA
79,Accepted-In Progress,Naga,2010/4/22 20:19:48,Medium,us,Org line G3,E_10,PROD97,Sweden
79,Accepted-Assigned,Carolyn,2010/4/22 20:23:29,Medium,us,Org line G3,E_10,PROD97,USA
79,Accepted-In Progress,Ewa,2012/1/31 9:06:12,Medium,us,Org line G3,E_10,PROD97,POLAND
79,Completed-Closed,Ewa,2012/1/31 9:36:08,Medium,us,Org line G3,E_10,PROD97,POLAND
1785,Accepted-In Progress,Roland,2012/2/6 12:40:31,High,se,Org line G4,E_10,PROD374,Sweden
1785,Completed-Closed,Roland,2012/2/9 13:29:59,High,se,Org line G4,E_10,PROD374,Sweden
1982,Accepted-In Progress,David,2012/5/8 14:51:43,High,se,Org line G4,A2_4,PROD802,Sweden
1982,Accepted-Assigned,David,2012/5/8 14:58:54,High,se,Org line G4,A2_4,PROD802,Sweden
1982,Accepted-In Progress,David,2012/5/17 10:35:00,High,se,Org line G4,A2_4,PROD802,Sweden
1982,Completed-Closed,David,2012/5/17 10:35:01,High,se,Org line G4,A2_4,PROD802,Sweden
2273,Accepted-In Progress,Jerker,2012/6/12 16:02:20,Low,se,Org line A2,A2_3,PROD240,Sweden
1299,Accepted-In Progress,Marlene,2012/3/30 11:48:22,Low,se,Org line G4,A2_3,PROD32,Sweden
1299,Completed-Closed,Marlene,2012/3/30 11:49:09,Low,se,Org line G4,A2_3,PROD32,Sweden
382,Accepted-In Progress,Veronique,2011/6/27 15:07:20,High,fr,Org line A2,A2_5,PROD230,France
382,Completed-Closed,Veronique,2012/1/12 11:45:51,High,fr,Org line A2,A2_5,PROD230,France
1544,Accepted-In Progress,Nicolas,2010/9/29 9:53:12,Medium,in,Org line B,E_10,PROD424,France
1544,Accepted-In Progress,Rijin,2010/11/16 11:09:29,Medium,in,Org line B,E_10,PROD424,INDIA
1544,Accepted-In Progress,Rijin,2010/11/16 11:22:09,Medium,in,Org line B,E_10,PROD424,INDIA
1544,Accepted-Wait,Rijin,2010/11/19 17:26:11,Medium,in,Org line B,E_10,PROD424,INDIA
1544,Accepted-In Progress,Rijin,2011/6/30 10:22:26,Medium,in,Org line B,E_10,PROD424,INDIA
1544,Accepted-Wait,Rijin,2011/7/1 17:08:45,Medium,in,Org line B,E_10,PROD424,INDIA
1544,Accepted-In Progress,Rijin,2012/2/29 18:04:06,Medium,in,Org line B,E_10,PROD424,INDIA
1544,Completed-Closed,Rijin,2012/2/29 18:07:28,Medium,in,Org line B,E_10,PROD424,INDIA
1989,Accepted-In Progress,Ian,2012/5/9 12:14:46,Medium,gb,Org line A2,A2_1,PROD236,United Kingdom
1989,Accepted-Assigned,Ian,2012/5/9 12:15:48,Medium,gb,Org line A2,A2_1,PROD236,United Kingdom
804,Accepted-In Progress,Grzegorz,2011/12/21 14:33:20,High,pl,Org line A2,A2_3,PROD791,POLAND
804,Accepted-Assigned,Grzegorz,2011/12/21 14:33:49,High,pl,Org line A2,A2_3,PROD791,POLAND
804,Accepted-Wait,Grzegorz,2012/1/9 14:52:30,High,pl,Org line A2,A2_3,PROD791,POLAND
804,Completed-Closed,Grzegorz,2012/4/23 13:38:19,High,pl,Org line A2,A2_3,PROD791,POLAND
315,Accepted-In Progress,Tomas,2011/4/26 17:44:41,High,cn,Org line A2,A2_2,PROD753,Sweden
315,Accepted-Wait,Tomas,2011/11/15 12:56:41,High,cn,Org line A2,A2_2,PROD753,Sweden
315,Completed-Closed,Tomas,2012/5/29 10:18:46,High,cn,Org line A2,A2_2,PROD753,Sweden
1596,Accepted-In Progress,Roland,2011/5/19 23:28:42,Low,se,Org line G4,A2_2,PROD374,Sweden
1596,Accepted-Wait,Roland,2011/10/27 13:59:32,Low,se,Org line G4,A2_2,PROD374,Sweden
1596,Completed-Closed,Roland,2012/2/8 22:43:06,Low,se,Org line G4,A2_2,PROD374,Sweden
409,Accepted-Wait,Amit,2011/7/13 11:38:58,High,in,Org line C,E_5,PROD793,INDIA
409,Accepted-Assigned,Amit,2011/7/13 11:39:36,High,in,Org line C,E_5,PROD793,INDIA
409,Accepted-In Progress,Amit,2011/9/19 15:08:35,High,in,Org line C,E_5,PROD793,INDIA
409,Completed-Closed,Amit,2012/2/29 12:13:57,High,in,Org line C,E_5,PROD793,INDIA
897,Accepted-In Progress,Ewa,2012/1/16 14:56:02,Medium,us,Org line G3,E_5,PROD97,POLAND
897,Completed-Closed,Ewa,2012/1/16 14:56:53,Medium,us,Org line G3,E_5,PROD97,POLAND
861,Accepted-In Progress,Samira,2012/1/10 14:05:54,Medium,se,Org line G4,E_5,PROD448,Sweden
861,Accepted-Assigned,Samira,2012/1/27 15:52:26,Medium,se,Org line G4,E_5,PROD448,Sweden
861,Accepted-In Progress,Samira,2012/3/12 16:22:26,Medium,se,Org line G4,E_5,PROD448,Sweden
861,Completed-Closed,Samira,2012/3/12 16:22:39,Medium,se,Org line G4,E_5,PROD448,Sweden
575,Accepted-In Progress,Kjell,2011/10/17 16:10:55,High,in,Org line C,E_8,PROD474,Sweden
575,Accepted-Wait,Kjell,2012/2/1 7:56:35,High,in,Org line C,E_8,PROD474,Sweden
575,Completed-Closed,Kjell,2012/2/7 7:47:48,High,in,Org line C,E_8,PROD474,Sweden
1313,Accepted-In Progress,Robert,2012/4/2 19:18:47,Low,in,Org line C,E_4,PROD802,USA
1313,Accepted-In Progress,Robert,2012/4/2 19:19:30,Low,in,Org line C,E_4,PROD802,USA
1313,Queued-Awaiting Assignment,Robert,2012/4/3 13:41:51,Low,in,Org line C,E_4,PROD802,USA
1313,Queued-Awaiting Assignment,Prasad,2012/4/4 17:03:53,Low,in,Org line C,E_10,PROD802,Sweden
1313,Accepted-In Progress,Umar,2012/4/4 17:13:00,Low,in,Org line C,E_10,PROD802,Sweden
1313,Queued-Awaiting Assignment,Robert,2012/4/10 13:43:12,Low,in,Org line C,E_4,PROD802,USA
1313,Accepted-Assigned,Hineesh,2012/4/16 12:50:45,Low,in,Org line C,E_4,PROD802,INDIA
1313,Queued-Awaiting Assignment,Prasad,2012/4/17 23:37:25,Low,in,Org line C,E_10,PROD802,Sweden
1313,Accepted-In Progress,Jitender,2012/4/18 8:32:42,Low,in,Org line C,E_10,PROD802,Sweden
1313,Accepted-In Progress,Umar,2012/4/18 10:20:11,Low,in,Org line C,E_10,PROD802,Sweden
1313,Accepted-In Progress,Jitender,2012/5/17 16:45:11,Low,in,Org line C,E_10,PROD802,Sweden
1313,Accepted-Wait,Jitender,2012/5/17 17:01:19,Low,in,Org line C,E_10,PROD802,Sweden
1313,Completed-Closed,Jitender,2012/5/22 11:32:42,Low,in,Org line C,E_10,PROD802,Sweden
250,Accepted-In Progress,Daniel Alf,2011/2/21 9:38:30,Low,us,Org line A2,A2_4,PROD546,Sweden
250,Accepted-Wait,Daniel Alf,2011/12/7 14:26:32,Low,us,Org line A2,A2_4,PROD546,Sweden
250,Completed-Closed,Daniel Alf,2012/1/2 13:31:52,Low,us,Org line A2,A2_4,PROD546,Sweden
457,Queued-Awaiting Assignment,Kerri,2011/8/26 13:54:09,Medium,us,Org line C,V3_2,PROD745,USA
457,Queued-Awaiting Assignment,Jerry,2011/9/22 19:13:26,Medium,us,Org line A2,A2_3,PROD745,USA
457,Accepted-Assigned,Lorre,2011/11/10 21:05:21,Medium,us,Org line A2,A2_3,PROD745,USA
457,Completed-Closed,Lorre,2012/1/26 22:01:29,Medium,us,Org line A2,A2_3,PROD745,USA
1898,Accepted-In Progress,Rickard,2012/4/3 12:24:46,Low,se,Org line G4,A2_3,PROD374,Sweden
1898,Completed-Closed,Rickard,2012/5/4 13:46:53,Low,se,Org line G4,A2_3,PROD374,Sweden
1289,Accepted-In Progress,Lena,2012/3/28 11:40:06,Medium,se,Org line A2,A2_3,PROD383,Sweden
1289,Queued-Awaiting Assignment,Lena,2012/4/2 12:35:25,Medium,se,Org line A2,A2_3,PROD383,Sweden
1289,Accepted-In Progress,Lena,2012/5/25 11:50:29,Medium,se,Org line A2,A2_3,PROD383,Sweden
1289,Completed-Closed,Lena,2012/5/25 11:58:50,Medium,se,Org line A2,A2_3,PROD383,Sweden
1494,Accepted-In Progress,Tomas,2008/11/13 11:01:04,Low,cn,Org line A2,A2_2,PROD753,Sweden
1494,Accepted-Wait,Tomas,2009/12/2 14:24:35,Low,cn,Org line A2,A2_2,PROD753,Sweden
1494,Accepted-In Progress,Tomas,2011/11/14 15:57:27,Low,cn,Org line A2,A2_2,PROD753,Sweden
2211,Accepted-In Progress,Amit,2012/6/4 9:19:20,Medium,us,Org line A2,A2_4,PROD500,INDIA
2050,Accepted-In Progress,Steven,2012/5/16 11:12:56,Medium,be,Org line C,E_6,PROD327,Belgium
2050,Queued-Awaiting Assignment,Steven,2012/5/16 11:18:57,Medium,be,Org line C,E_6,PROD327,Belgium
2050,Accepted-In Progress,Robert,2012/5/16 11:37:38,Medium,be,Org line C,E_6,PROD327,Belgium
611,Accepted-In Progress,Tomas,2011/10/27 15:32:18,Medium,se,Org line C,C_6,PROD660,Sweden
611,Accepted-In Progress,Tomas,2011/10/27 15:33:37,Medium,se,Org line C,C_6,PROD660,Sweden
611,Completed-Closed,Tomas,2012/1/30 13:42:26,Medium,se,Org line C,C_6,PROD660,Sweden
858,Accepted-In Progress,Ann-Charlotte,2012/1/10 11:11:08,Low,se,Org line C,E_10,PROD802,Sweden
858,Queued-Awaiting Assignment,Ann-Charlotte,2012/1/10 11:16:22,Low,se,Org line C,E_10,PROD802,Sweden
858,Accepted-In Progress,Johan,2012/1/10 11:55:59,Low,se,Org line C,E_10,PROD802,Sweden
858,Accepted-Wait,Johan,2012/1/10 11:59:10,Low,se,Org line C,E_10,PROD802,Sweden
858,Completed-Closed,Johan,2012/1/10 15:25:25,Low,se,Org line C,E_10,PROD802,Sweden
502,Accepted-In Progress,David,2011/9/14 16:33:52,Medium,se,Org line G4,E_10,PROD412,Sweden
502,Accepted-Assigned,David,2012/1/30 13:41:47,Medium,se,Org line G4,E_10,PROD412,Sweden
502,Accepted-Assigned,David,2012/1/30 13:41:48,Medium,se,Org line G4,E_10,PROD412,Sweden
502,Accepted-Assigned,Gustav,2012/1/30 21:44:05,Medium,se,Org line G4,E_10,PROD412,Sweden
502,Accepted-Assigned,David,2012/1/30 21:44:11,Medium,se,Org line G4,E_10,PROD412,Sweden
502,Accepted-Assigned,Gustav,2012/1/30 21:46:09,Medium,se,Org line G4,E_10,PROD412,Sweden
502,Accepted-In Progress,David,2012/1/30 21:46:13,Medium,se,Org line G4,E_10,PROD412,Sweden
502,Completed-Closed,David,2012/1/30 21:46:22,Medium,se,Org line G4,E_10,PROD412,Sweden
296,Accepted-In Progress,Pawel,2011/4/12 12:53:10,Low,pl,Org line A2,A2_1,PROD756,POLAND
296,Accepted-Wait,Pawel,2011/4/12 12:59:32,Low,pl,Org line A2,A2_1,PROD756,POLAND
296,Accepted-Assigned,Pawel,2011/7/4 11:41:45,Low,pl,Org line A2,A2_1,PROD756,POLAND
296,Accepted-In Progress,Tomasz,2011/7/28 15:43:00,Low,pl,Org line A2,A2_1,PROD756,POLAND
296,Accepted-In Progress,Tomasz,2011/8/29 16:16:58,Low,pl,Org line A2,A2_1,PROD756,POLAND
296,Accepted-Assigned,Kamil,2011/10/20 10:17:17,Low,pl,Org line A2,A2_1,PROD756,POLAND
296,Accepted-In Progress,Kamil,2011/11/16 12:11:15,Low,pl,Org line A2,A2_1,PROD756,POLAND
296,Accepted-Wait,Kamil,2011/11/16 12:11:32,Low,pl,Org line A2,A2_1,PROD756,POLAND
296,Accepted-In Progress,Kamil,2011/11/29 14:19:41,Low,pl,Org line A2,A2_1,PROD756,POLAND
296,Accepted-Wait,Kamil,2011/12/13 14:43:10,Low,pl,Org line A2,A2_1,PROD756,POLAND
296,Completed-Closed,Kamil,2012/2/23 9:03:18,Low,pl,Org line A2,A2_1,PROD756,POLAND
319,Accepted-In Progress,Piotr,2011/4/28 16:29:42,Medium,kr,Org line A2,D_1,PROD604,POLAND
319,Completed-Closed,Piotr,2012/5/29 17:02:34,Medium,kr,Org line A2,D_1,PROD604,POLAND
1382,Accepted-In Progress,Miroslaw,2012/4/19 14:31:06,Medium,pl,Org line A2,A2_1,PROD756,POLAND
1382,Completed-Closed,Miroslaw,2012/5/23 16:56:52,Medium,pl,Org line A2,A2_1,PROD756,POLAND
